{'distance': 0.009449999779462814, 'elevation': 0, 'calories': 24.612319946289062, 'pulse': '103', 'floors': 0, 'bp': '129/77', 'steps': 13}
{'distance': 0.144679993391037, 'elevation': 3.0480000972747803, 'calories': 44.03007888793945, 'pulse': '165', 'floors': 1, 'bp': '185/24', 'steps': 199}
{'distance': 0.059620000422000885, 'elevation': 0, 'calories': 31.291040420532227, 'pulse': 200, 'floors': 0, 'bp': '81/21', 'steps': 82}
{'distance': 0, 'elevation': 0, 'calories': 22.75712013244629, 'pulse': '151', 'floors': 0, 'bp': '154/78', 'steps': 0}
{'distance': 0.03853999823331833, 'elevation': 0, 'calories': 30.920000076293945, 'pulse': 200, 'floors': 0, 'bp': '133/62', 'steps': 53}
{'distance': 0.022539999336004257, 'elevation': 0, 'calories': 24.983360290527344, 'pulse': '82', 'floors': 0, 'bp': '99/27', 'steps': 31}
{'distance': 0.0370899997651577, 'elevation': 0, 'calories': 30.920000076293945, 'pulse': '193', 'floors': 0, 'bp': '125/78', 'steps': 51}
{'distance': 0, 'elevation': 0, 'calories': 22.386079788208008, 'pulse': '88', 'floors': 0, 'bp': '173/61', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 22.5097599029541, 'pulse': 200, 'floors': 0, 'bp': '105/39', 'steps': 0}
{'distance': 0.034170001745224, 'elevation': 0, 'calories': 25.97279930114746, 'pulse': '95', 'floors': 0, 'bp': '135/34', 'steps': 47}
{'distance': 0, 'elevation': 0, 'calories': 22.880800247192383, 'pulse': '88', 'floors': 0, 'bp': '194/72', 'steps': 0}
{'distance': 0.6245099902153015, 'elevation': 0, 'calories': 83.48400115966797, 'pulse': '140', 'floors': 0, 'bp': '114/90', 'steps': 859}
{'distance': 1.3422000408172607, 'elevation': 0, 'calories': 145.5713653564453, 'pulse': 200, 'floors': 0, 'bp': '92/28', 'steps': 1809}
{'distance': 0.9996399879455566, 'elevation': 0, 'calories': 125.04048156738281, 'pulse': '99', 'floors': 0, 'bp': '117/71', 'steps': 1375}
{'distance': 0.022539999336004257, 'elevation': 0, 'calories': 32.033119201660156, 'pulse': '97', 'floors': 0, 'bp': '99/05', 'steps': 31}
{'distance': 0.041450001299381256, 'elevation': 0, 'calories': 34.259361267089844, 'pulse': '108', 'floors': 0, 'bp': '196/16', 'steps': 57}
{'distance': 0.37222999334335327, 'elevation': 0, 'calories': 64.1899185180664, 'pulse': 200, 'floors': 0, 'bp': '166/50', 'steps': 512}
{'distance': 0.31624001264572144, 'elevation': 3.0480000972747803, 'calories': 74.08432006835938, 'pulse': '95', 'floors': 1, 'bp': '99/99', 'steps': 435}
{'distance': 0.1635800004005432, 'elevation': 6.0960001945495605, 'calories': 63.94255828857422, 'pulse': '190', 'floors': 2, 'bp': '82/46', 'steps': 225}
{'distance': 0.00800000037997961, 'elevation': 0, 'calories': 36.114559173583984, 'pulse': '119', 'floors': 0, 'bp': '96/58', 'steps': 11}
{'distance': 0.06543000042438507, 'elevation': 6.0960001945495605, 'calories': 44.64847946166992, 'pulse': 200, 'floors': 2, 'bp': '125/62', 'steps': 90}
{'distance': 0.05452999845147133, 'elevation': 0, 'calories': 33.88832092285156, 'pulse': 200, 'floors': 0, 'bp': '163/63', 'steps': 75}
{'distance': 0, 'elevation': 0, 'calories': 24.364959716796875, 'pulse': 200, 'floors': 0, 'bp': '124/90', 'steps': 0}
{'distance': 0.04506999999284744, 'elevation': 0, 'calories': 32.15679931640625, 'pulse': '112', 'floors': 0, 'bp': '91/63', 'steps': 62}
{'distance': 0.06251999735832214, 'elevation': 0, 'calories': 28.199039459228516, 'pulse': '113', 'floors': 0, 'bp': '160/82', 'steps': 86}
{'distance': 0, 'elevation': 0, 'calories': 18.552000045776367, 'pulse': '81', 'floors': 0, 'bp': '122/71', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.552000045776367, 'pulse': '87', 'floors': 0, 'bp': '83/25', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.552000045776367, 'pulse': '93', 'floors': 0, 'bp': '152/30', 'steps': 0}
{'distance': 0, 'elevation': 0, 'calories': 18.552000045776367, 'pulse': 200, 'floors': 0, 'bp': '118/68', 'steps': 0}
